"","knn1_100","knn3_100","knn5_100","knn7_100","knn15_100"
"1",22.1289757430487,18.3031988250764,16.783103067408,16.3974401029305,15.2324087539612
"2",22.2254908333756,18.9958622521194,17.4236333083117,17.0532572303604,16.0834955724098
"3",24.1274242679498,19.9990435024466,18.938859006255,18.1706128662791,17.5723212700078
"4",23.8233455492873,20.2271656625825,19.1311216781308,18.6491561220794,17.9821160994223
"5",23.6079435912646,19.628634756936,18.5034253071756,18.3364798984747,17.8495513122745
"6",22.6921255527382,19.3837299825817,18.247714152311,17.6446783252445,17.1404893327083
"7",22.7719077149904,18.8306018515563,17.9334759930716,17.3900465288643,16.4370035037456
"8",23.1575811414081,18.8909998364751,17.5555055959613,17.1342131364523,16.3248722985779
"9",23.1854801833594,19.9858788203802,18.8380945707395,18.5792196677551,17.5919814061862
"10",24.752382690943,20.7229925762318,19.5056023973053,18.9867391586104,18.1829949091193
"11",22.3072959974558,19.2711892410348,18.0952479088319,17.6193253569467,16.7871676827103
"12",23.3450660474796,20.1729923543709,18.6870243246537,18.3338239284384,17.2477752370244
"13",23.4367505456935,20.5161024390104,19.1742310794032,18.307824116325,17.680428621204
"14",24.2300791828331,19.6443056884555,18.8887674451656,18.461444321407,18.1262782515404
"15",22.0691680150261,19.2066488521258,18.4094128439787,17.8944950083485,17.2251527480735
"16",24.17165129856,20.8137557132613,19.7985935677361,19.2197575254448,18.4864865186717
"17",22.3286830412405,18.7564178477775,18.0520521971001,17.429521283948,16.9027591171977
"18",23.9890698158324,20.1701409636774,19.0128441952181,18.4637984779997,17.9566557639129
"19",22.5918337000208,18.9967277841398,17.8814524276279,17.3620388487818,16.3441278357757
"20",22.2708841212771,18.3874910687664,17.2408920971354,16.6625358494597,16.2785387495503
"21",23.6532277402221,19.7513578683537,18.4722621632252,17.7958080860623,16.7514225361869
"22",22.8234252952534,18.8498584364214,18.0916086303211,17.7943403145383,17.5915457180933
"23",23.3626883329112,19.9704950059695,19.1636293265492,18.6032336110302,17.8499433416334
"24",23.3091713846531,21.1153558419689,20.3648460243504,20.0685274559065,19.4708505075111
"25",23.4701836825504,19.361893723696,18.2312837996481,17.3908864349381,16.3965749492246
"26",23.8610858451355,20.4984120110653,19.5218717331625,18.9235001687603,18.2982976108863
"27",22.5366045200578,18.2070130280516,16.672525961197,15.9027767937193,15.1855941210839
"28",23.0093545171049,19.0915036168858,17.8155212207411,17.254308412582,16.6442566222259
"29",23.1500230534818,18.8526336849468,18.2778905421333,17.7212455796149,16.9755253311568
"30",23.4942872660458,19.7951071076025,18.8687436525642,18.3376346810991,17.6391333514011
"31",23.2057982103345,19.2766904354114,18.4120728654161,17.7332849079355,16.6921435852544
"32",23.2267525450061,19.2456155846641,17.6100625200285,17.1843564330996,16.1110480230096
"33",23.5813595428612,19.8823536018834,18.8541505045963,18.1948295879212,17.7754639660402
"34",23.005873423091,20.0688135083746,19.046935209348,18.5906232727803,18.041397969318
"35",23.0999870114043,19.8555861159215,18.7049556993528,18.0738002797707,17.0564278755873
"36",23.3556918386196,19.967761550361,19.0285032766751,18.6550868222819,18.1833066336556
"37",22.4839258432285,18.8605797879016,17.5772451049321,16.9396775784232,16.238163556167
"38",23.8187900706502,19.1777943723975,18.5058041179413,17.9615296192194,17.0726680561613
"39",22.5926478423098,19.5431168693703,18.2045088911409,17.7970001089945,17.6370682849538
"40",22.6454151602803,19.6269052718317,18.3717155775356,17.8971234821403,17.0806297106156
"41",23.0204113752779,19.3764703864664,17.5971991921324,17.2176745469706,16.4882801611611
"42",22.2640973152255,18.9498956163151,17.4180514980871,16.9237688147701,16.1490691145233
"43",23.0555714113485,19.0202147126266,17.625832061269,17.4352286982145,16.4806106541095
"44",24.6630358409512,20.5864413511766,19.8516471038617,19.460410062256,19.1656591252253
"45",23.9360454496096,21.0029749406036,19.862047282998,19.7038239865131,19.2110572242917
"46",22.3355350697684,19.0538677533018,17.8896313888793,17.185708674898,16.3850247119231
"47",23.6241918343229,19.8544589365354,18.968361977679,18.7247510346077,18.0793376906288
"48",23.4775666050541,19.6287836590401,18.6373865262924,18.0477278234388,17.4438190247327
"49",24.5091010026217,20.2417048009548,19.1865407639147,18.7443822458611,18.1271878214856
"50",22.6757144293047,18.9036581107605,17.8872150954077,17.5428772377074,17.2794873649661
"51",21.7971329825466,17.4971997806979,16.0907236710353,15.2644442261803,14.5028377713975
"52",25.2998214620089,20.9051651503604,19.902894264773,19.3790985884143,18.8437880439988
"53",22.8501605055707,19.3417252341058,18.6528415774542,18.4303321532337,17.898493636324
"54",23.8073710227122,19.9612446054491,18.825632983333,18.4733582897371,17.6025911880891
"55",22.3761836821637,19.0152621041655,17.7360331347674,17.227398574235,16.6816695686266
"56",21.6902484585736,17.8538610902907,16.7635973315956,16.2486928965121,15.5310025770668
"57",23.9806174942639,20.2302708939082,19.1281283131325,18.5456065236179,18.0222394356316
"58",24.0360227922754,20.3681557237561,19.2649543244807,18.8425499259887,18.0602143902018
"59",23.3162576496322,19.7402853022233,18.4051213313437,18.0150120384965,16.9469841138399
"60",22.6638476979559,19.2272215148485,18.1755895705813,17.8075286861945,16.9952192046737
"61",23.6661225933519,20.5695043403917,19.7504294167191,19.2673409771682,18.7334311175431
"62",24.5824120919666,20.2762721112092,18.9483958282721,18.4016617957644,17.5185922029936
"63",24.2230971389333,21.2298291219196,20.3802870839179,19.9302644745284,19.1595350852876
"64",23.959130288826,20.4269951833426,19.6032971772072,19.1179596007896,18.363664681228
"65",23.1980382525621,19.2675275161595,18.2288960767954,17.7544737016665,17.3299747653226
"66",23.4594326884661,20.118781254619,18.8038105281565,18.258595284172,18.1091770811415
"67",22.0949755942982,18.4423851242595,16.8849288225233,16.234146370645,15.626295282681
"68",23.3375925707542,19.2500402955424,18.5448951223491,17.9379935966124,17.1583231524883
"69",23.2039058742522,19.7351202029289,18.2796583204014,17.8488705420466,17.1475144396401
"70",23.1239667043456,19.3169759891301,17.8352279923274,17.1549186541168,16.4907899475006
"71",24.3513031885957,20.5373955392241,19.2879705466689,18.8276375813718,18.3597479298851
"72",23.1950219133325,19.3656255588902,17.8174832892913,17.1984767950822,16.1935849655608
"73",23.9005849413919,19.5466302862207,18.4911753207469,17.9888141908801,16.864796326234
"74",23.5717666949759,19.4436238665088,17.8601224662021,17.3680768149438,16.7523385751881
"75",22.4192015037201,19.2553603098915,18.165590710968,17.7309526820705,17.1704583575717
"76",22.3151618391846,19.9821857432961,18.6876464176996,17.9869737307559,17.0575541896827
"77",24.243294715667,20.7180980054232,19.5937412858871,19.0792517498302,18.686059063611
"78",22.4049877230922,18.3511959698151,17.4643790030254,17.1786567749278,16.7914118413357
"79",22.1942263541365,19.2734505957683,18.3152122497177,17.9504033463757,17.4885694584503
"80",23.3119470088181,19.2175571110928,18.1808953655967,17.7506732129407,17.0308125285226
"81",22.2964208309288,18.943142693165,17.4852053706524,17.0824547929585,17.0973594125819
"82",23.3460048829365,19.9170796742234,18.6489260187906,17.9307152671828,16.8722702627222
"83",23.6758356202994,20.4634707619452,19.4141085745759,18.8412086516512,17.871813442023
"84",24.8396111886045,20.9749879166839,19.9648262675468,19.4786196847552,18.8463729640666
"85",23.4100960962571,20.8939956880142,19.7428094705685,19.083915822155,18.1632292305019
"86",23.4994366809219,19.8932273319972,18.3969297966539,17.7544168678471,17.0583132306237
"87",22.5253182511502,18.7044193400564,17.640626453754,17.0448740168604,16.5201553256179
"88",23.4604112695535,19.7643808769955,18.4172849286581,17.9538317054131,17.332762190596
"89",23.0649246506988,19.625302129266,18.5293803530023,17.9172028460794,17.088894813643
"90",22.4926017113736,19.3342184418306,18.5970896575945,18.1483570109646,17.3123100858205
"91",23.3346527353897,20.157811093322,19.0438355171452,18.3967362983516,17.4713602430602
"92",23.7762544037364,20.3214907472269,19.5768444632769,18.8928781875865,17.9129731297923
"93",23.459913177906,19.9148663914765,18.6316072089506,18.0963583588987,17.445463141578
"94",23.5752560371351,19.7056448886751,18.6294135841104,17.9101663728413,16.7700931280275
"95",23.888969564574,19.5318915521588,18.5556618574214,18.1678131594651,17.5094019546864
"96",22.8408400360521,19.1295581291957,18.1666637962078,17.4282358009262,16.6396423639447
"97",23.4507683277801,18.9381133507324,17.4833902101263,16.9574088778753,16.0514860607603
"98",22.6044407975556,19.35646318499,18.6900645395232,18.3853262653241,17.7192940484849
"99",22.4488638117715,17.8782365970367,16.4438709489665,15.6783260582625,14.8808478918744
"100",23.4072299357696,19.9964644428538,18.8253813653745,18.4168228079844,17.3594582225358
